orig_path,proc_path,subject,label,split
data\raw\Sub2\Happy\1449.jpg,data\processed\happy\Sub2_1449.png,Sub2,happy,train
data\raw\Sub2\Neutral\1535.jpg,data\processed\neutral\Sub2_1535.png,Sub2,neutral,train
data\raw\Sub2\Eyeclose\1116.jpg,data\processed\eyeclose\Sub2_1116.png,Sub2,eyeclose,train
data\raw\Sub1\Eyeclose\183.jpg,data\processed\eyeclose\Sub1_183.png,Sub1,eyeclose,train
data\raw\Sub3\Eyeclose\2944.jpg,data\processed\eyeclose\Sub3_2944.png,Sub3,eyeclose,train
data\raw\Sub1\Yawn\456.jpg,data\processed\yawn\Sub1_456.png,Sub1,yawn,train
data\raw\Sub1\Eyeclose\787.jpg,data\processed\eyeclose\Sub1_787.png,Sub1,eyeclose,train
data\raw\Sub3\Happy\3547.jpg,data\processed\happy\Sub3_3547.png,Sub3,happy,train
data\raw\Sub2\Neutral\973.jpg,data\processed\neutral\Sub2_973.png,Sub2,neutral,train
data\raw\Sub2\Eyeclose\1637.jpg,data\processed\eyeclose\Sub2_1637.png,Sub2,eyeclose,train
data\raw\Sub2\Eyeclose\1662.jpg,data\processed\eyeclose\Sub2_1662.png,Sub2,eyeclose,train
data\raw\Sub2\Neutral\990.jpg,data\processed\neutral\Sub2_990.png,Sub2,neutral,train
data\raw\Sub1\Eyeclose\811.jpg,data\processed\eyeclose\Sub1_811.png,Sub1,eyeclose,train
data\raw\Sub3\Neutral\2888.jpg,data\processed\neutral\Sub3_2888.png,Sub3,neutral,train
data\raw\Sub2\Neutral\1011.jpg,data\processed\neutral\Sub2_1011.png,Sub2,neutral,train
data\raw\Sub1\Eyeclose\342.jpg,data\processed\eyeclose\Sub1_342.png,Sub1,eyeclose,train
data\raw\Sub1\Yawn\452.jpg,data\processed\yawn\Sub1_452.png,Sub1,yawn,train
data\raw\Sub1\Eyeclose\322.jpg,data\processed\eyeclose\Sub1_322.png,Sub1,eyeclose,train
data\raw\Sub2\Eyeclose\1617.jpg,data\processed\eyeclose\Sub2_1617.png,Sub2,eyeclose,train
data\raw\Sub1\Eyeclose\790.jpg,data\processed\eyeclose\Sub1_790.png,Sub1,eyeclose,train
data\raw\Sub1\Neutral\102.jpg,data\processed\neutral\Sub1_102.png,Sub1,neutral,train
data\raw\Sub3\Neutral\2893.jpg,data\processed\neutral\Sub3_2893.png,Sub3,neutral,train
data\raw\Sub1\Neutral\104.jpg,data\processed\neutral\Sub1_104.png,Sub1,neutral,train
data\raw\Sub1\Yawn\492.jpg,data\processed\yawn\Sub1_492.png,Sub1,yawn,train
data\raw\Sub2\Neutral\1002.jpg,data\processed\neutral\Sub2_1002.png,Sub2,neutral,train
data\raw\Sub2\Neutral\1527.jpg,data\processed\neutral\Sub2_1527.png,Sub2,neutral,train
data\raw\Sub3\Eyeclose\2952.jpg,data\processed\eyeclose\Sub3_2952.png,Sub3,eyeclose,train
data\raw\Sub1\Yawn\501.jpg,data\processed\yawn\Sub1_501.png,Sub1,yawn,train
data\raw\Sub3\Neutral\2867.jpg,data\processed\neutral\Sub3_2867.png,Sub3,neutral,train
data\raw\Sub2\Happy\1474.jpg,data\processed\happy\Sub2_1474.png,Sub2,happy,train
data\raw\Sub1\Eyeclose\312.jpg,data\processed\eyeclose\Sub1_312.png,Sub1,eyeclose,train
data\raw\Sub2\Eyeclose\1665.jpg,data\processed\eyeclose\Sub2_1665.png,Sub2,eyeclose,train
data\raw\Sub1\Neutral\32.jpg,data\processed\neutral\Sub1_32.png,Sub1,neutral,train
data\raw\Sub1\Neutral\37.jpg,data\processed\neutral\Sub1_37.png,Sub1,neutral,train
data\raw\Sub2\Happy\1489.jpg,data\processed\happy\Sub2_1489.png,Sub2,happy,train
data\raw\Sub3\Eyeclose\3458.jpg,data\processed\eyeclose\Sub3_3458.png,Sub3,eyeclose,train
data\raw\Sub1\Yawn\459.jpg,data\processed\yawn\Sub1_459.png,Sub1,yawn,train
data\raw\Sub3\Eyeclose\3453.jpg,data\processed\eyeclose\Sub3_3453.png,Sub3,eyeclose,train
data\raw\Sub1\Eyeclose\818.jpg,data\processed\eyeclose\Sub1_818.png,Sub1,eyeclose,train
data\raw\Sub2\Eyeclose\1676.jpg,data\processed\eyeclose\Sub2_1676.png,Sub2,eyeclose,train
data\raw\Sub3\Eyeclose\3467.jpg,data\processed\eyeclose\Sub3_3467.png,Sub3,eyeclose,train
data\raw\Sub1\Neutral\78.jpg,data\processed\neutral\Sub1_78.png,Sub1,neutral,train
data\raw\Sub2\Happy\1424.jpg,data\processed\happy\Sub2_1424.png,Sub2,happy,train
data\raw\Sub1\Eyeclose\330.jpg,data\processed\eyeclose\Sub1_330.png,Sub1,eyeclose,train
data\raw\Sub2\Neutral\976.jpg,data\processed\neutral\Sub2_976.png,Sub2,neutral,train
data\raw\Sub2\Neutral\981.jpg,data\processed\neutral\Sub2_981.png,Sub2,neutral,train
data\raw\Sub1\Neutral\40.jpg,data\processed\neutral\Sub1_40.png,Sub1,neutral,train
data\raw\Sub3\Eyeclose\3463.jpg,data\processed\eyeclose\Sub3_3463.png,Sub3,eyeclose,train
data\raw\Sub3\Neutral\2890.jpg,data\processed\neutral\Sub3_2890.png,Sub3,neutral,train
data\raw\Sub2\Eyeclose\1194.jpg,data\processed\eyeclose\Sub2_1194.png,Sub2,eyeclose,train
data\raw\Sub2\Happy\1486.jpg,data\processed\happy\Sub2_1486.png,Sub2,happy,train
data\raw\Sub3\Eyeclose\3461.jpg,data\processed\eyeclose\Sub3_3461.png,Sub3,eyeclose,train
data\raw\Sub1\Eyeclose\191.jpg,data\processed\eyeclose\Sub1_191.png,Sub1,eyeclose,train
data\raw\Sub1\Neutral\6.jpg,data\processed\neutral\Sub1_6.png,Sub1,neutral,train
data\raw\Sub1\Eyeclose\360.jpg,data\processed\eyeclose\Sub1_360.png,Sub1,eyeclose,train
data\raw\Sub1\Neutral\56.jpg,data\processed\neutral\Sub1_56.png,Sub1,neutral,train
data\raw\Sub1\Neutral\34.jpg,data\processed\neutral\Sub1_34.png,Sub1,neutral,train
data\raw\Sub2\Eyeclose\1774.jpg,data\processed\eyeclose\Sub2_1774.png,Sub2,eyeclose,train
data\raw\Sub1\Neutral\150.jpg,data\processed\neutral\Sub1_150.png,Sub1,neutral,train
data\raw\Sub2\Neutral\1541.jpg,data\processed\neutral\Sub2_1541.png,Sub2,neutral,train
data\raw\Sub2\Yawn\1314.jpg,data\processed\yawn\Sub2_1314.png,Sub2,yawn,train
data\raw\Sub1\Neutral\129.jpg,data\processed\neutral\Sub1_129.png,Sub1,neutral,train
data\raw\Sub1\Yawn\447.jpg,data\processed\yawn\Sub1_447.png,Sub1,yawn,train
data\raw\Sub3\Eyeclose\3437.jpg,data\processed\eyeclose\Sub3_3437.png,Sub3,eyeclose,train
data\raw\Sub1\Yawn\487.jpg,data\processed\yawn\Sub1_487.png,Sub1,yawn,train
data\raw\Sub2\Happy\1461.jpg,data\processed\happy\Sub2_1461.png,Sub2,happy,train
data\raw\Sub2\Yawn\1337.jpg,data\processed\yawn\Sub2_1337.png,Sub2,yawn,train
data\raw\Sub1\Eyeclose\311.jpg,data\processed\eyeclose\Sub1_311.png,Sub1,eyeclose,train
data\raw\Sub2\Yawn\1338.jpg,data\processed\yawn\Sub2_1338.png,Sub2,yawn,train
data\raw\Sub2\Eyeclose\1204.jpg,data\processed\eyeclose\Sub2_1204.png,Sub2,eyeclose,train
data\raw\Sub3\Yawn\3209.jpg,data\processed\yawn\Sub3_3209.png,Sub3,yawn,train
data\raw\Sub1\Eyeclose\328.jpg,data\processed\eyeclose\Sub1_328.png,Sub1,eyeclose,train
data\raw\Sub2\Neutral\984.jpg,data\processed\neutral\Sub2_984.png,Sub2,neutral,train
data\raw\Sub2\Neutral\949.jpg,data\processed\neutral\Sub2_949.png,Sub2,neutral,train
data\raw\Sub3\Eyeclose\3484.jpg,data\processed\eyeclose\Sub3_3484.png,Sub3,eyeclose,train
data\raw\Sub3\Yawn\3224.jpg,data\processed\yawn\Sub3_3224.png,Sub3,yawn,train
data\raw\Sub2\Neutral\1536.jpg,data\processed\neutral\Sub2_1536.png,Sub2,neutral,train
data\raw\Sub1\Eyeclose\805.jpg,data\processed\eyeclose\Sub1_805.png,Sub1,eyeclose,train
data\raw\Sub1\Neutral\143.jpg,data\processed\neutral\Sub1_143.png,Sub1,neutral,train
data\raw\Sub2\Eyeclose\1123.jpg,data\processed\eyeclose\Sub2_1123.png,Sub2,eyeclose,train
data\raw\Sub1\Neutral\96.jpg,data\processed\neutral\Sub1_96.png,Sub1,neutral,train
data\raw\Sub2\Happy\1462.jpg,data\processed\happy\Sub2_1462.png,Sub2,happy,train
data\raw\Sub1\Neutral\92.jpg,data\processed\neutral\Sub1_92.png,Sub1,neutral,train
data\raw\Sub2\Eyeclose\1659.jpg,data\processed\eyeclose\Sub2_1659.png,Sub2,eyeclose,train
data\raw\Sub3\Neutral\2899.jpg,data\processed\neutral\Sub3_2899.png,Sub3,neutral,train
data\raw\Sub1\Neutral\113.jpg,data\processed\neutral\Sub1_113.png,Sub1,neutral,train
data\raw\Sub1\Eyeclose\213.jpg,data\processed\eyeclose\Sub1_213.png,Sub1,eyeclose,train
data\raw\Sub3\Yawn\3227.jpg,data\processed\yawn\Sub3_3227.png,Sub3,yawn,train
data\raw\Sub2\Eyeclose\1684.jpg,data\processed\eyeclose\Sub2_1684.png,Sub2,eyeclose,train
data\raw\Sub2\Eyeclose\1188.jpg,data\processed\eyeclose\Sub2_1188.png,Sub2,eyeclose,train
data\raw\Sub3\Eyeclose\3471.jpg,data\processed\eyeclose\Sub3_3471.png,Sub3,eyeclose,train
data\raw\Sub3\Eyeclose\3521.jpg,data\processed\eyeclose\Sub3_3521.png,Sub3,eyeclose,train
data\raw\Sub1\Eyeclose\803.jpg,data\processed\eyeclose\Sub1_803.png,Sub1,eyeclose,train
data\raw\Sub2\Neutral\1557.jpg,data\processed\neutral\Sub2_1557.png,Sub2,neutral,train
data\raw\Sub2\Eyeclose\1733.jpg,data\processed\eyeclose\Sub2_1733.png,Sub2,eyeclose,train
data\raw\Sub2\Neutral\1021.jpg,data\processed\neutral\Sub2_1021.png,Sub2,neutral,train
data\raw\Sub2\Yawn\1305.jpg,data\processed\yawn\Sub2_1305.png,Sub2,yawn,train
data\raw\Sub1\Yawn\467.jpg,data\processed\yawn\Sub1_467.png,Sub1,yawn,train
data\raw\Sub3\Neutral\2880.jpg,data\processed\neutral\Sub3_2880.png,Sub3,neutral,train
data\raw\Sub1\Eyeclose\182.jpg,data\processed\eyeclose\Sub1_182.png,Sub1,eyeclose,train
data\raw\Sub3\Eyeclose\3454.jpg,data\processed\eyeclose\Sub3_3454.png,Sub3,eyeclose,train
data\raw\Sub3\Yawn\3718.jpg,data\processed\yawn\Sub3_3718.png,Sub3,yawn,train
data\raw\Sub2\Eyeclose\1648.jpg,data\processed\eyeclose\Sub2_1648.png,Sub2,eyeclose,train
data\raw\Sub1\Eyeclose\335.jpg,data\processed\eyeclose\Sub1_335.png,Sub1,eyeclose,train
data\raw\Sub1\Neutral\7.jpg,data\processed\neutral\Sub1_7.png,Sub1,neutral,train
data\raw\Sub3\Eyeclose\2940.jpg,data\processed\eyeclose\Sub3_2940.png,Sub3,eyeclose,train
data\raw\Sub2\Yawn\1301.jpg,data\processed\yawn\Sub2_1301.png,Sub2,yawn,train
data\raw\Sub2\Neutral\941.jpg,data\processed\neutral\Sub2_941.png,Sub2,neutral,train
data\raw\Sub3\Yawn\3201.jpg,data\processed\yawn\Sub3_3201.png,Sub3,yawn,train
data\raw\Sub1\Neutral\100.jpg,data\processed\neutral\Sub1_100.png,Sub1,neutral,train
data\raw\Sub2\Neutral\970.jpg,data\processed\neutral\Sub2_970.png,Sub2,neutral,train
data\raw\Sub3\Eyeclose\3510.jpg,data\processed\eyeclose\Sub3_3510.png,Sub3,eyeclose,train
data\raw\Sub1\Yawn\468.jpg,data\processed\yawn\Sub1_468.png,Sub1,yawn,train
data\raw\Sub2\Neutral\1023.jpg,data\processed\neutral\Sub2_1023.png,Sub2,neutral,train
data\raw\Sub2\Eyeclose\1115.jpg,data\processed\eyeclose\Sub2_1115.png,Sub2,eyeclose,train
data\raw\Sub3\Eyeclose\3473.jpg,data\processed\eyeclose\Sub3_3473.png,Sub3,eyeclose,train
data\raw\Sub1\Neutral\153.jpg,data\processed\neutral\Sub1_153.png,Sub1,neutral,train
data\raw\Sub2\Eyeclose\1628.jpg,data\processed\eyeclose\Sub2_1628.png,Sub2,eyeclose,train
data\raw\Sub1\Neutral\25.jpg,data\processed\neutral\Sub1_25.png,Sub1,neutral,train
data\raw\Sub2\Eyeclose\1077.jpg,data\processed\eyeclose\Sub2_1077.png,Sub2,eyeclose,train
data\raw\Sub1\Eyeclose\812.jpg,data\processed\eyeclose\Sub1_812.png,Sub1,eyeclose,train
data\raw\Sub3\Happy\3545.jpg,data\processed\happy\Sub3_3545.png,Sub3,happy,train
data\raw\Sub3\Neutral\2871.jpg,data\processed\neutral\Sub3_2871.png,Sub3,neutral,train
data\raw\Sub1\Eyeclose\817.jpg,data\processed\eyeclose\Sub1_817.png,Sub1,eyeclose,train
data\raw\Sub3\Yawn\3226.jpg,data\processed\yawn\Sub3_3226.png,Sub3,yawn,train
data\raw\Sub2\Eyeclose\1732.jpg,data\processed\eyeclose\Sub2_1732.png,Sub2,eyeclose,train
data\raw\Sub2\Eyeclose\1619.jpg,data\processed\eyeclose\Sub2_1619.png,Sub2,eyeclose,train
data\raw\Sub2\Eyeclose\1101.jpg,data\processed\eyeclose\Sub2_1101.png,Sub2,eyeclose,train
data\raw\Sub2\Yawn\1323.jpg,data\processed\yawn\Sub2_1323.png,Sub2,yawn,train
data\raw\Sub2\Eyeclose\1612.jpg,data\processed\eyeclose\Sub2_1612.png,Sub2,eyeclose,train
data\raw\Sub3\Eyeclose\2941.jpg,data\processed\eyeclose\Sub3_2941.png,Sub3,eyeclose,train
data\raw\Sub3\Yawn\3233.jpg,data\processed\yawn\Sub3_3233.png,Sub3,yawn,train
data\raw\Sub2\Eyeclose\1135.jpg,data\processed\eyeclose\Sub2_1135.png,Sub2,eyeclose,train
data\raw\Sub3\Happy\3550.jpg,data\processed\happy\Sub3_3550.png,Sub3,happy,train
data\raw\Sub3\Neutral\2849.jpg,data\processed\neutral\Sub3_2849.png,Sub3,neutral,train
data\raw\Sub3\Neutral\2883.jpg,data\processed\neutral\Sub3_2883.png,Sub3,neutral,train
data\raw\Sub2\Eyeclose\1597.jpg,data\processed\eyeclose\Sub2_1597.png,Sub2,eyeclose,train
data\raw\Sub2\Eyeclose\1771.jpg,data\processed\eyeclose\Sub2_1771.png,Sub2,eyeclose,train
data\raw\Sub1\Neutral\76.jpg,data\processed\neutral\Sub1_76.png,Sub1,neutral,train
data\raw\Sub1\Neutral\136.jpg,data\processed\neutral\Sub1_136.png,Sub1,neutral,train
data\raw\Sub2\Neutral\929.jpg,data\processed\neutral\Sub2_929.png,Sub2,neutral,train
data\raw\Sub3\Eyeclose\3431.jpg,data\processed\eyeclose\Sub3_3431.png,Sub3,eyeclose,train
data\raw\Sub2\Neutral\946.jpg,data\processed\neutral\Sub2_946.png,Sub2,neutral,train
data\raw\Sub2\Eyeclose\1606.jpg,data\processed\eyeclose\Sub2_1606.png,Sub2,eyeclose,train
data\raw\Sub2\Yawn\1343.jpg,data\processed\yawn\Sub2_1343.png,Sub2,yawn,train
data\raw\Sub2\Eyeclose\1173.jpg,data\processed\eyeclose\Sub2_1173.png,Sub2,eyeclose,train
data\raw\Sub2\Neutral\942.jpg,data\processed\neutral\Sub2_942.png,Sub2,neutral,train
data\raw\Sub2\Eyeclose\1088.jpg,data\processed\eyeclose\Sub2_1088.png,Sub2,eyeclose,train
data\raw\Sub1\Neutral\111.jpg,data\processed\neutral\Sub1_111.png,Sub1,neutral,train
data\raw\Sub1\Eyeclose\180.jpg,data\processed\eyeclose\Sub1_180.png,Sub1,eyeclose,train
data\raw\Sub2\Eyeclose\1085.jpg,data\processed\eyeclose\Sub2_1085.png,Sub2,eyeclose,train
data\raw\Sub2\Neutral\965.jpg,data\processed\neutral\Sub2_965.png,Sub2,neutral,train
data\raw\Sub1\Yawn\471.jpg,data\processed\yawn\Sub1_471.png,Sub1,yawn,train
data\raw\Sub2\Eyeclose\1130.jpg,data\processed\eyeclose\Sub2_1130.png,Sub2,eyeclose,train
data\raw\Sub1\Neutral\116.jpg,data\processed\neutral\Sub1_116.png,Sub1,neutral,train
data\raw\Sub3\Eyeclose\3469.jpg,data\processed\eyeclose\Sub3_3469.png,Sub3,eyeclose,train
data\raw\Sub1\Neutral\160.jpg,data\processed\neutral\Sub1_160.png,Sub1,neutral,train
data\raw\Sub2\Neutral\935.jpg,data\processed\neutral\Sub2_935.png,Sub2,neutral,train
data\raw\Sub2\Eyeclose\1686.jpg,data\processed\eyeclose\Sub2_1686.png,Sub2,eyeclose,train
data\raw\Sub1\Eyeclose\333.jpg,data\processed\eyeclose\Sub1_333.png,Sub1,eyeclose,train
data\raw\Sub1\Neutral\90.jpg,data\processed\neutral\Sub1_90.png,Sub1,neutral,train
data\raw\Sub2\Neutral\1020.jpg,data\processed\neutral\Sub2_1020.png,Sub2,neutral,train
data\raw\Sub2\Eyeclose\1634.jpg,data\processed\eyeclose\Sub2_1634.png,Sub2,eyeclose,train
data\raw\Sub2\Neutral\1022.jpg,data\processed\neutral\Sub2_1022.png,Sub2,neutral,train
data\raw\Sub1\Eyeclose\193.jpg,data\processed\eyeclose\Sub1_193.png,Sub1,eyeclose,train
data\raw\Sub2\Happy\1494.jpg,data\processed\happy\Sub2_1494.png,Sub2,happy,train
data\raw\Sub2\Eyeclose\1759.jpg,data\processed\eyeclose\Sub2_1759.png,Sub2,eyeclose,train
data\raw\Sub1\Neutral\117.jpg,data\processed\neutral\Sub1_117.png,Sub1,neutral,train
data\raw\Sub2\Eyeclose\1176.jpg,data\processed\eyeclose\Sub2_1176.png,Sub2,eyeclose,train
data\raw\Sub1\Yawn\503.jpg,data\processed\yawn\Sub1_503.png,Sub1,yawn,train
data\raw\Sub3\Eyeclose\3425.jpg,data\processed\eyeclose\Sub3_3425.png,Sub3,eyeclose,train
data\raw\Sub3\Neutral\2868.jpg,data\processed\neutral\Sub3_2868.png,Sub3,neutral,train
data\raw\Sub1\Eyeclose\813.jpg,data\processed\eyeclose\Sub1_813.png,Sub1,eyeclose,train
data\raw\Sub2\Yawn\1335.jpg,data\processed\yawn\Sub2_1335.png,Sub2,yawn,train
data\raw\Sub3\Neutral\2878.jpg,data\processed\neutral\Sub3_2878.png,Sub3,neutral,train
data\raw\Sub2\Neutral\1519.jpg,data\processed\neutral\Sub2_1519.png,Sub2,neutral,train
data\raw\Sub1\Neutral\98.jpg,data\processed\neutral\Sub1_98.png,Sub1,neutral,train
data\raw\Sub2\Neutral\1532.jpg,data\processed\neutral\Sub2_1532.png,Sub2,neutral,train
data\raw\Sub2\Neutral\1516.jpg,data\processed\neutral\Sub2_1516.png,Sub2,neutral,train
data\raw\Sub3\Yawn\3229.jpg,data\processed\yawn\Sub3_3229.png,Sub3,yawn,train
data\raw\Sub3\Eyeclose\3423.jpg,data\processed\eyeclose\Sub3_3423.png,Sub3,eyeclose,train
data\raw\Sub3\Eyeclose\2931.jpg,data\processed\eyeclose\Sub3_2931.png,Sub3,eyeclose,train
data\raw\Sub3\Yawn\3204.jpg,data\processed\yawn\Sub3_3204.png,Sub3,yawn,train
data\raw\Sub1\Neutral\71.jpg,data\processed\neutral\Sub1_71.png,Sub1,neutral,train
data\raw\Sub1\Eyeclose\177.jpg,data\processed\eyeclose\Sub1_177.png,Sub1,eyeclose,train
data\raw\Sub2\Eyeclose\1095.jpg,data\processed\eyeclose\Sub2_1095.png,Sub2,eyeclose,train
data\raw\Sub3\Yawn\3214.jpg,data\processed\yawn\Sub3_3214.png,Sub3,yawn,train
data\raw\Sub3\Eyeclose\2961.jpg,data\processed\eyeclose\Sub3_2961.png,Sub3,eyeclose,train
data\raw\Sub2\Yawn\1319.jpg,data\processed\yawn\Sub2_1319.png,Sub2,yawn,train
data\raw\Sub2\Yawn\1308.jpg,data\processed\yawn\Sub2_1308.png,Sub2,yawn,train
data\raw\Sub3\Eyeclose\3447.jpg,data\processed\eyeclose\Sub3_3447.png,Sub3,eyeclose,train
data\raw\Sub1\Eyeclose\783.jpg,data\processed\eyeclose\Sub1_783.png,Sub1,eyeclose,train
data\raw\Sub1\Eyeclose\786.jpg,data\processed\eyeclose\Sub1_786.png,Sub1,eyeclose,train
data\raw\Sub2\Neutral\1004.jpg,data\processed\neutral\Sub2_1004.png,Sub2,neutral,train
data\raw\Sub3\Yawn\3712.jpg,data\processed\yawn\Sub3_3712.png,Sub3,yawn,train
data\raw\Sub1\Eyeclose\364.jpg,data\processed\eyeclose\Sub1_364.png,Sub1,eyeclose,train
data\raw\Sub2\Neutral\1562.jpg,data\processed\neutral\Sub2_1562.png,Sub2,neutral,train
data\raw\Sub1\Eyeclose\179.jpg,data\processed\eyeclose\Sub1_179.png,Sub1,eyeclose,train
data\raw\Sub2\Eyeclose\1620.jpg,data\processed\eyeclose\Sub2_1620.png,Sub2,eyeclose,train
data\raw\Sub2\Eyeclose\1671.jpg,data\processed\eyeclose\Sub2_1671.png,Sub2,eyeclose,train
data\raw\Sub2\Neutral\982.jpg,data\processed\neutral\Sub2_982.png,Sub2,neutral,train
data\raw\Sub2\Eyeclose\1118.jpg,data\processed\eyeclose\Sub2_1118.png,Sub2,eyeclose,train
data\raw\Sub1\Eyeclose\185.jpg,data\processed\eyeclose\Sub1_185.png,Sub1,eyeclose,train
data\raw\Sub2\Eyeclose\1187.jpg,data\processed\eyeclose\Sub2_1187.png,Sub2,eyeclose,train
data\raw\Sub1\Eyeclose\334.jpg,data\processed\eyeclose\Sub1_334.png,Sub1,eyeclose,train
data\raw\Sub1\Neutral\132.jpg,data\processed\neutral\Sub1_132.png,Sub1,neutral,train
data\raw\Sub1\Neutral\26.jpg,data\processed\neutral\Sub1_26.png,Sub1,neutral,train
data\raw\Sub1\Eyeclose\348.jpg,data\processed\eyeclose\Sub1_348.png,Sub1,eyeclose,train
data\raw\Sub2\Eyeclose\1737.jpg,data\processed\eyeclose\Sub2_1737.png,Sub2,eyeclose,train
data\raw\Sub3\Eyeclose\3438.jpg,data\processed\eyeclose\Sub3_3438.png,Sub3,eyeclose,train
data\raw\Sub3\Eyeclose\3515.jpg,data\processed\eyeclose\Sub3_3515.png,Sub3,eyeclose,train
data\raw\Sub3\Eyeclose\2955.jpg,data\processed\eyeclose\Sub3_2955.png,Sub3,eyeclose,train
data\raw\Sub2\Eyeclose\1218.jpg,data\processed\eyeclose\Sub2_1218.png,Sub2,eyeclose,train
data\raw\Sub2\Happy\1488.jpg,data\processed\happy\Sub2_1488.png,Sub2,happy,train
data\raw\Sub2\Eyeclose\1655.jpg,data\processed\eyeclose\Sub2_1655.png,Sub2,eyeclose,train
data\raw\Sub2\Neutral\1522.jpg,data\processed\neutral\Sub2_1522.png,Sub2,neutral,train
data\raw\Sub3\Eyeclose\3517.jpg,data\processed\eyeclose\Sub3_3517.png,Sub3,eyeclose,train
data\raw\Sub3\Yawn\3705.jpg,data\processed\yawn\Sub3_3705.png,Sub3,yawn,train
data\raw\Sub3\Neutral\2839.jpg,data\processed\neutral\Sub3_2839.png,Sub3,neutral,train
data\raw\Sub3\Yawn\3195.jpg,data\processed\yawn\Sub3_3195.png,Sub3,yawn,train
data\raw\Sub2\Yawn\1349.jpg,data\processed\yawn\Sub2_1349.png,Sub2,yawn,train
data\raw\Sub2\Neutral\1514.jpg,data\processed\neutral\Sub2_1514.png,Sub2,neutral,train
data\raw\Sub1\Neutral\53.jpg,data\processed\neutral\Sub1_53.png,Sub1,neutral,train
data\raw\Sub1\Eyeclose\305.jpg,data\processed\eyeclose\Sub1_305.png,Sub1,eyeclose,train
data\raw\Sub2\Eyeclose\1093.jpg,data\processed\eyeclose\Sub2_1093.png,Sub2,eyeclose,train
data\raw\Sub1\Eyeclose\318.jpg,data\processed\eyeclose\Sub1_318.png,Sub1,eyeclose,train
data\raw\Sub2\Eyeclose\1598.jpg,data\processed\eyeclose\Sub2_1598.png,Sub2,eyeclose,train
data\raw\Sub2\Eyeclose\1143.jpg,data\processed\eyeclose\Sub2_1143.png,Sub2,eyeclose,train
data\raw\Sub1\Neutral\29.jpg,data\processed\neutral\Sub1_29.png,Sub1,neutral,train
data\raw\Sub3\Eyeclose\3457.jpg,data\processed\eyeclose\Sub3_3457.png,Sub3,eyeclose,train
data\raw\Sub2\Yawn\1347.jpg,data\processed\yawn\Sub2_1347.png,Sub2,yawn,train
data\raw\Sub3\Eyeclose\3493.jpg,data\processed\eyeclose\Sub3_3493.png,Sub3,eyeclose,train
data\raw\Sub1\Yawn\457.jpg,data\processed\yawn\Sub1_457.png,Sub1,yawn,train
data\raw\Sub2\Yawn\1325.jpg,data\processed\yawn\Sub2_1325.png,Sub2,yawn,train
data\raw\Sub2\Eyeclose\1674.jpg,data\processed\eyeclose\Sub2_1674.png,Sub2,eyeclose,train
data\raw\Sub2\Happy\1492.jpg,data\processed\happy\Sub2_1492.png,Sub2,happy,train
data\raw\Sub3\Neutral\2835.jpg,data\processed\neutral\Sub3_2835.png,Sub3,neutral,train
data\raw\Sub2\Eyeclose\1216.jpg,data\processed\eyeclose\Sub2_1216.png,Sub2,eyeclose,train
data\raw\Sub3\Neutral\2873.jpg,data\processed\neutral\Sub3_2873.png,Sub3,neutral,train
data\raw\Sub2\Eyeclose\1213.jpg,data\processed\eyeclose\Sub2_1213.png,Sub2,eyeclose,train
data\raw\Sub2\Eyeclose\1645.jpg,data\processed\eyeclose\Sub2_1645.png,Sub2,eyeclose,train
data\raw\Sub1\Neutral\120.jpg,data\processed\neutral\Sub1_120.png,Sub1,neutral,train
data\raw\Sub1\Yawn\455.jpg,data\processed\yawn\Sub1_455.png,Sub1,yawn,train
data\raw\Sub1\Neutral\51.jpg,data\processed\neutral\Sub1_51.png,Sub1,neutral,train
data\raw\Sub2\Yawn\1340.jpg,data\processed\yawn\Sub2_1340.png,Sub2,yawn,train
data\raw\Sub2\Eyeclose\1668.jpg,data\processed\eyeclose\Sub2_1668.png,Sub2,eyeclose,train
data\raw\Sub2\Eyeclose\1663.jpg,data\processed\eyeclose\Sub2_1663.png,Sub2,eyeclose,train
data\raw\Sub2\Eyeclose\1138.jpg,data\processed\eyeclose\Sub2_1138.png,Sub2,eyeclose,train
data\raw\Sub3\Yawn\3223.jpg,data\processed\yawn\Sub3_3223.png,Sub3,yawn,train
data\raw\Sub3\Yawn\3704.jpg,data\processed\yawn\Sub3_3704.png,Sub3,yawn,train
data\raw\Sub2\Eyeclose\1752.jpg,data\processed\eyeclose\Sub2_1752.png,Sub2,eyeclose,train
data\raw\Sub1\Neutral\35.jpg,data\processed\neutral\Sub1_35.png,Sub1,neutral,train
data\raw\Sub2\Eyeclose\1207.jpg,data\processed\eyeclose\Sub2_1207.png,Sub2,eyeclose,train
data\raw\Sub2\Eyeclose\1108.jpg,data\processed\eyeclose\Sub2_1108.png,Sub2,eyeclose,train
data\raw\Sub2\Neutral\1548.jpg,data\processed\neutral\Sub2_1548.png,Sub2,neutral,train
data\raw\Sub1\Eyeclose\777.jpg,data\processed\eyeclose\Sub1_777.png,Sub1,eyeclose,train
data\raw\Sub2\Neutral\932.jpg,data\processed\neutral\Sub2_932.png,Sub2,neutral,train
data\raw\Sub2\Happy\1439.jpg,data\processed\happy\Sub2_1439.png,Sub2,happy,train
data\raw\Sub3\Happy\3552.jpg,data\processed\happy\Sub3_3552.png,Sub3,happy,train
